importer,exporter,product,date_eff,applied_tariff,imports_value_usd,iseu
United States,Afghanistan,071320,8/27/25,.15,111.743,
United States,Afghanistan,071320,9/8/25,.15,111.743,
United States,Afghanistan,071320,11/10/25,.15,111.743,
United States,Afghanistan,071320,12/8/25,.15,111.743,
United States,Afghanistan,071333,2/4/25,0,2.395,
United States,Afghanistan,071333,3/4/25,0,2.395,
United States,Afghanistan,071333,3/7/25,0,2.395,
United States,Afghanistan,071333,4/5/25,.1,2.395,
United States,Afghanistan,071333,4/9/25,.1,2.395,
United States,Afghanistan,071333,4/10/25,.1,2.395,
United States,Afghanistan,071333,5/14/25,.1,2.395,
United States,Afghanistan,071333,6/30/25,.1,2.395,
United States,Afghanistan,071333,7/9/25,.1,2.395,
United States,Afghanistan,071333,8/1/25,.15,2.395,
United States,Afghanistan,071333,8/7/25,.15,2.395,
United States,Afghanistan,071333,8/12/25,.15,2.395,
United States,Afghanistan,071333,8/27/25,.15,2.395,
United States,Afghanistan,071333,9/8/25,.15,2.395,
United States,Afghanistan,071333,11/10/25,.15,2.395,
United States,Afghanistan,071333,12/8/25,.15,2.395,
United States,Afghanistan,080211,2/4/25,0,188.107,
United States,Afghanistan,080211,3/4/25,0,188.107,
United States,Afghanistan,080211,3/7/25,0,188.107,
United States,Afghanistan,080211,4/5/25,.1,188.107,
United States,Afghanistan,080211,4/9/25,.1,188.107,
United States,Afghanistan,080211,4/10/25,.1,188.107,
United States,Afghanistan,080211,5/14/25,.1,188.107,
United States,Afghanistan,080211,6/30/25,.1,188.107,
United States,Afghanistan,080211,7/9/25,.1,188.107,
United States,Afghanistan,080211,8/1/25,.15,188.107,
United States,Afghanistan,080211,8/7/25,.15,188.107,
United States,Afghanistan,080211,8/12/25,.15,188.107,
United States,Afghanistan,080211,8/27/25,.15,188.107,
United States,Afghanistan,080211,9/8/25,.15,188.107,
United States,Afghanistan,080211,11/10/25,.15,188.107,
United States,Afghanistan,080211,12/8/25,.15,188.107,
United States,Afghanistan,080212,2/4/25,0,493.013,
United States,Afghanistan,080212,3/4/25,0,493.013,
United States,Afghanistan,080212,3/7/25,0,493.013,
United States,Afghanistan,080212,4/5/25,.1,493.013,
United States,Afghanistan,080212,4/9/25,.1,493.013,
United States,Afghanistan,080212,4/10/25,.1,493.013,
United States,Afghanistan,080212,5/14/25,.1,493.013,
United States,Afghanistan,080212,6/30/25,.1,493.013,
United States,Afghanistan,080212,7/9/25,.1,493.013,
United States,Afghanistan,080212,8/1/25,.15,493.013,
United States,Afghanistan,080212,8/7/25,.15,493.013,
United States,Afghanistan,080212,8/12/25,.15,493.013,
United States,Afghanistan,080212,8/27/25,.15,493.013,
United States,Afghanistan,080212,9/8/25,.15,493.013,
United States,Afghanistan,080212,11/10/25,.15,493.013,
United States,Afghanistan,080212,12/8/25,.15,493.013,
United States,Afghanistan,080232,2/4/25,0,10.838,
United States,Afghanistan,080232,3/4/25,0,10.838,
United States,Afghanistan,080232,3/7/25,0,10.838,
United States,Afghanistan,080232,4/5/25,.1,10.838,
United States,Afghanistan,080232,4/9/25,.1,10.838,
United States,Afghanistan,080232,4/10/25,.1,10.838,
United States,Afghanistan,080232,5/14/25,.1,10.838,
United States,Afghanistan,080232,6/30/25,.1,10.838,
United States,Afghanistan,080232,7/9/25,.1,10.838,
United States,Afghanistan,080232,8/1/25,.15,10.838,
United States,Afghanistan,080232,8/7/25,.15,10.838,
United States,Afghanistan,080232,8/12/25,.15,10.838,
United States,Afghanistan,080232,8/27/25,.15,10.838,
United States,Afghanistan,080232,9/8/25,.15,10.838,
United States,Afghanistan,080232,11/10/25,.15,10.838,
United States,Afghanistan,080232,12/8/25,.15,10.838,
United States,Afghanistan,080251,2/4/25,0,2.603,
United States,Afghanistan,080251,3/4/25,0,2.603,
United States,Afghanistan,080251,3/7/25,0,2.603,
United States,Afghanistan,080251,4/5/25,.1,2.603,
United States,Afghanistan,080251,4/9/25,.1,2.603,
United States,Afghanistan,080251,4/10/25,.1,2.603,
United States,Afghanistan,080251,5/14/25,.1,2.603,
United States,Afghanistan,080251,6/30/25,.1,2.603,
United States,Afghanistan,080251,7/9/25,.1,2.603,
United States,Afghanistan,080251,8/1/25,.15,2.603,
United States,Afghanistan,080251,8/7/25,.15,2.603,
United States,Afghanistan,080251,8/12/25,.15,2.603,
United States,Afghanistan,080251,8/27/25,.15,2.603,
United States,Afghanistan,080251,9/8/25,.15,2.603,
United States,Afghanistan,080251,11/10/25,.15,2.603,
United States,Afghanistan,080251,12/8/25,.15,2.603,
United States,Afghanistan,080252,2/4/25,0,5.703,
United States,Afghanistan,080252,3/4/25,0,5.703,
United States,Afghanistan,080252,3/7/25,0,5.703,
United States,Afghanistan,080252,4/5/25,.1,5.703,
United States,Afghanistan,080252,4/9/25,.1,5.703,
United States,Afghanistan,080252,4/10/25,.1,5.703,
United States,Afghanistan,080252,5/14/25,.1,5.703,
United States,Afghanistan,080252,6/30/25,.1,5.703,
United States,Afghanistan,080252,7/9/25,.1,5.703,
United States,Afghanistan,080252,8/1/25,.15,5.703,
United States,Afghanistan,080252,8/7/25,.15,5.703,
United States,Afghanistan,080252,8/12/25,.15,5.703,
United States,Afghanistan,080252,8/27/25,.15,5.703,
United States,Afghanistan,080252,9/8/25,.15,5.703,
United States,Afghanistan,080252,11/10/25,.15,5.703,
United States,Afghanistan,080252,12/8/25,.15,5.703,
United States,Afghanistan,080291,2/4/25,0,364.925,
United States,Afghanistan,080291,3/4/25,0,364.925,
United States,Afghanistan,080291,3/7/25,0,364.925,
United States,Afghanistan,080291,4/5/25,.1,364.925,
United States,Afghanistan,080291,4/9/25,.1,364.925,
United States,Afghanistan,080291,4/10/25,.1,364.925,
United States,Afghanistan,080291,5/14/25,.1,364.925,
United States,Afghanistan,080291,6/30/25,.1,364.925,
United States,Afghanistan,080291,7/9/25,.1,364.925,
United States,Afghanistan,080291,8/1/25,.15,364.925,
United States,Afghanistan,080291,8/7/25,.15,364.925,
United States,Afghanistan,080291,8/12/25,.15,364.925,
United States,Afghanistan,080291,8/27/25,.15,364.925,
United States,Afghanistan,080291,9/8/25,.15,364.925,
United States,Afghanistan,080291,11/10/25,.15,364.925,
United States,Afghanistan,080291,12/8/25,.15,364.925,
United States,Afghanistan,080292,2/4/25,0,257.885,
United States,Afghanistan,080292,3/4/25,0,257.885,
United States,Afghanistan,080292,3/7/25,0,257.885,
United States,Afghanistan,080292,4/5/25,.1,257.885,
United States,Afghanistan,080292,4/9/25,.1,257.885,
United States,Afghanistan,080292,4/10/25,.1,257.885,
United States,Afghanistan,080292,5/14/25,.1,257.885,
United States,Afghanistan,080292,6/30/25,.1,257.885,
United States,Afghanistan,080292,7/9/25,.1,257.885,
United States,Afghanistan,080292,8/1/25,.15,257.885,
United States,Afghanistan,080292,8/7/25,.15,257.885,
United States,Afghanistan,080292,8/12/25,.15,257.885,
United States,Afghanistan,080292,8/27/25,.15,257.885,
United States,Afghanistan,080292,9/8/25,.15,257.885,
United States,Afghanistan,080292,11/10/25,.15,257.885,
United States,Afghanistan,080292,12/8/25,.15,257.885,
United States,Afghanistan,080299,2/4/25,0,47.103,
United States,Afghanistan,080299,3/4/25,0,47.103,
United States,Afghanistan,080299,3/7/25,0,47.103,
United States,Afghanistan,080299,4/5/25,.1,47.103,
United States,Afghanistan,080299,4/9/25,.1,47.103,
United States,Afghanistan,080299,4/10/25,.1,47.103,
United States,Afghanistan,080299,5/14/25,.1,47.103,
United States,Afghanistan,080299,6/30/25,.1,47.103,
United States,Afghanistan,080299,7/9/25,.1,47.103,
United States,Afghanistan,080299,8/1/25,.15,47.103,
United States,Afghanistan,080299,8/7/25,.15,47.103,
United States,Afghanistan,080299,8/12/25,.15,47.103,
United States,Afghanistan,080299,8/27/25,.15,47.103,
United States,Afghanistan,080299,9/8/25,.15,47.103,
United States,Afghanistan,080299,11/10/25,.15,47.103,
United States,Afghanistan,080299,12/8/25,.15,47.103,
United States,Afghanistan,080410,2/4/25,0,2.305,
United States,Afghanistan,080410,3/4/25,0,2.305,
United States,Afghanistan,080410,3/7/25,0,2.305,
United States,Afghanistan,080410,4/5/25,.1,2.305,
United States,Afghanistan,080410,4/9/25,.1,2.305,
United States,Afghanistan,080410,4/10/25,.1,2.305,
United States,Afghanistan,080410,5/14/25,.1,2.305,
United States,Afghanistan,080410,6/30/25,.1,2.305,
United States,Afghanistan,080410,7/9/25,.1,2.305,
United States,Afghanistan,080410,8/1/25,.15,2.305,
United States,Afghanistan,080410,8/7/25,.15,2.305,
United States,Afghanistan,080410,8/12/25,.15,2.305,
United States,Afghanistan,080410,8/27/25,.15,2.305,
United States,Afghanistan,080410,9/8/25,.15,2.305,
United States,Afghanistan,080410,11/10/25,.15,2.305,
United States,Afghanistan,080410,12/8/25,.15,2.305,
United States,Afghanistan,080420,2/4/25,0,1726.886,
United States,Afghanistan,080420,3/4/25,0,1726.886,
United States,Afghanistan,080420,3/7/25,0,1726.886,
United States,Afghanistan,080420,4/5/25,.1,1726.886,
United States,Afghanistan,080420,4/9/25,.1,1726.886,
United States,Afghanistan,080420,4/10/25,.1,1726.886,
United States,Afghanistan,080420,5/14/25,.1,1726.886,
United States,Afghanistan,080420,6/30/25,.1,1726.886,
United States,Afghanistan,080420,7/9/25,.1,1726.886,
United States,Afghanistan,080420,8/1/25,.15,1726.886,
United States,Afghanistan,080420,8/7/25,.15,1726.886,
United States,Afghanistan,080420,8/12/25,.15,1726.886,
United States,Afghanistan,080420,8/27/25,.15,1726.886,
United States,Afghanistan,080420,9/8/25,.15,1726.886,
United States,Afghanistan,080420,11/10/25,.15,1726.886,
United States,Afghanistan,080420,12/8/25,.15,1726.886,
United States,Afghanistan,080620,2/4/25,0,3411.09,
United States,Afghanistan,080620,3/4/25,0,3411.09,
United States,Afghanistan,080620,3/7/25,0,3411.09,
United States,Afghanistan,080620,4/5/25,.1,3411.09,
United States,Afghanistan,080620,4/9/25,.1,3411.09,
United States,Afghanistan,080620,4/10/25,.1,3411.09,
United States,Afghanistan,080620,5/14/25,.1,3411.09,
United States,Afghanistan,080620,6/30/25,.1,3411.09,
United States,Afghanistan,080620,7/9/25,.1,3411.09,
United States,Afghanistan,080620,8/1/25,.15,3411.09,
United States,Afghanistan,080620,8/7/25,.15,3411.09,
United States,Afghanistan,080620,8/12/25,.15,3411.09,
United States,Afghanistan,080620,8/27/25,.15,3411.09,
United States,Afghanistan,080620,9/8/25,.15,3411.09,
United States,Afghanistan,080620,11/10/25,.15,3411.09,
United States,Afghanistan,080620,12/8/25,.15,3411.09,
United States,Afghanistan,080910,2/4/25,0,14.717,
United States,Afghanistan,080910,3/4/25,0,14.717,
United States,Afghanistan,080910,3/7/25,0,14.717,
United States,Afghanistan,080910,4/5/25,.1,14.717,
United States,Afghanistan,080910,4/9/25,.1,14.717,
United States,Afghanistan,080910,4/10/25,.1,14.717,
United States,Afghanistan,080910,5/14/25,.1,14.717,
United States,Afghanistan,080910,6/30/25,.1,14.717,
United States,Afghanistan,080910,7/9/25,.1,14.717,
United States,Afghanistan,080910,8/1/25,.15,14.717,
United States,Afghanistan,080910,8/7/25,.15,14.717,
United States,Afghanistan,080910,8/12/25,.15,14.717,
United States,Afghanistan,080910,8/27/25,.15,14.717,
United States,Afghanistan,080910,9/8/25,.15,14.717,
United States,Afghanistan,080910,11/10/25,.15,14.717,
United States,Afghanistan,080910,12/8/25,.15,14.717,
United States,Afghanistan,080940,2/4/25,0,6.826,
United States,Afghanistan,080940,3/4/25,0,6.826,
United States,Afghanistan,080940,3/7/25,0,6.826,
United States,Afghanistan,080940,4/5/25,.1,6.826,
United States,Afghanistan,080940,4/9/25,.1,6.826,
United States,Afghanistan,080940,4/10/25,.1,6.826,
United States,Afghanistan,080940,5/14/25,.1,6.826,
United States,Afghanistan,080940,6/30/25,.1,6.826,
United States,Afghanistan,080940,7/9/25,.1,6.826,
United States,Afghanistan,080940,8/1/25,.15,6.826,
United States,Afghanistan,080940,8/7/25,.15,6.826,
United States,Afghanistan,080940,8/12/25,.15,6.826,
United States,Afghanistan,080940,8/27/25,.15,6.826,
United States,Afghanistan,080940,9/8/25,.15,6.826,
United States,Afghanistan,080940,11/10/25,.15,6.826,
United States,Afghanistan,080940,12/8/25,.15,6.826,
United States,Afghanistan,081020,2/4/25,0,21.227,
United States,Afghanistan,081020,3/4/25,0,21.227,
United States,Afghanistan,081020,3/7/25,0,21.227,
United States,Afghanistan,081020,4/5/25,.1,21.227,
United States,Afghanistan,081020,4/9/25,.1,21.227,
United States,Afghanistan,081020,4/10/25,.1,21.227,
United States,Afghanistan,081020,5/14/25,.1,21.227,
United States,Afghanistan,081020,6/30/25,.1,21.227,
United States,Afghanistan,081020,7/9/25,.1,21.227,
United States,Afghanistan,081020,8/1/25,.15,21.227,
United States,Afghanistan,081020,8/7/25,.15,21.227,
United States,Afghanistan,081020,8/12/25,.15,21.227,
United States,Afghanistan,081020,8/27/25,.15,21.227,
United States,Afghanistan,081020,9/8/25,.15,21.227,
United States,Afghanistan,081020,11/10/25,.15,21.227,
United States,Afghanistan,081020,12/8/25,.15,21.227,
United States,Afghanistan,081120,2/4/25,0,48.797,
United States,Afghanistan,081120,3/4/25,0,48.797,
United States,Afghanistan,081120,3/7/25,0,48.797,
United States,Afghanistan,081120,4/5/25,.1,48.797,
United States,Afghanistan,081120,4/9/25,.1,48.797,
United States,Afghanistan,081120,4/10/25,.1,48.797,
United States,Afghanistan,081120,5/14/25,.1,48.797,
United States,Afghanistan,081120,6/30/25,.1,48.797,
United States,Afghanistan,081120,7/9/25,.1,48.797,
United States,Afghanistan,081120,8/1/25,.15,48.797,
United States,Afghanistan,081120,8/7/25,.15,48.797,
United States,Afghanistan,081120,8/12/25,.15,48.797,
United States,Afghanistan,081120,8/27/25,.15,48.797,
United States,Afghanistan,081120,9/8/25,.15,48.797,
United States,Afghanistan,081120,11/10/25,.15,48.797,
United States,Afghanistan,081120,12/8/25,.15,48.797,
United States,Afghanistan,081310,2/4/25,0,969.895,
United States,Afghanistan,081310,3/4/25,0,969.895,
United States,Afghanistan,081310,3/7/25,0,969.895,
United States,Afghanistan,081310,4/5/25,.1,969.895,
United States,Afghanistan,081310,4/9/25,.1,969.895,
United States,Afghanistan,081310,4/10/25,.1,969.895,
United States,Afghanistan,081310,5/14/25,.1,969.895,
United States,Afghanistan,081310,6/30/25,.1,969.895,
United States,Afghanistan,081310,7/9/25,.1,969.895,
United States,Afghanistan,081310,8/1/25,.15,969.895,
United States,Afghanistan,081310,8/7/25,.15,969.895,
United States,Afghanistan,081310,8/12/25,.15,969.895,
United States,Afghanistan,081310,8/27/25,.15,969.895,
United States,Afghanistan,081310,9/8/25,.15,969.895,
United States,Afghanistan,081310,11/10/25,.15,969.895,
United States,Afghanistan,081310,12/8/25,.15,969.895,
United States,Afghanistan,081320,2/4/25,0,312.431,
United States,Afghanistan,081320,3/4/25,0,312.431,
United States,Afghanistan,081320,3/7/25,0,312.431,
United States,Afghanistan,081320,4/5/25,.1,312.431,
United States,Afghanistan,081320,4/9/25,.1,312.431,
United States,Afghanistan,081320,4/10/25,.1,312.431,
United States,Afghanistan,081320,5/14/25,.1,312.431,
United States,Afghanistan,081320,6/30/25,.1,312.431,
United States,Afghanistan,081320,7/9/25,.1,312.431,
United States,Afghanistan,081320,8/1/25,.15,312.431,
United States,Afghanistan,081320,8/7/25,.15,312.431,
United States,Afghanistan,081320,8/12/25,.15,312.431,
United States,Afghanistan,081320,8/27/25,.15,312.431,
United States,Afghanistan,081320,9/8/25,.15,312.431,
United States,Afghanistan,081320,11/10/25,.15,312.431,
United States,Afghanistan,081320,12/8/25,.15,312.431,
United States,Afghanistan,081340,2/4/25,0,971.77,
United States,Afghanistan,081340,3/4/25,0,971.77,
United States,Afghanistan,081340,3/7/25,0,971.77,
United States,Afghanistan,081340,4/5/25,.1,971.77,
United States,Afghanistan,081340,4/9/25,.1,971.77,
United States,Afghanistan,081340,4/10/25,.1,971.77,
United States,Afghanistan,081340,5/14/25,.1,971.77,
United States,Afghanistan,081340,6/30/25,.1,971.77,
United States,Afghanistan,081340,7/9/25,.1,971.77,
United States,Afghanistan,081340,8/1/25,.15,971.77,
United States,Afghanistan,081340,8/7/25,.15,971.77,
United States,Afghanistan,081340,8/12/25,.15,971.77,
United States,Afghanistan,081340,8/27/25,.15,971.77,
United States,Afghanistan,081340,9/8/25,.15,971.77,
United States,Afghanistan,081340,11/10/25,.15,971.77,
United States,Afghanistan,081340,12/8/25,.15,971.77,
United States,Afghanistan,081350,2/4/25,0,45.404,
United States,Afghanistan,081350,3/4/25,0,45.404,
United States,Afghanistan,081350,3/7/25,0,45.404,
United States,Afghanistan,081350,4/5/25,.1,45.404,
United States,Afghanistan,081350,4/9/25,.1,45.404,
United States,Afghanistan,081350,4/10/25,.1,45.404,
United States,Afghanistan,081350,5/14/25,.1,45.404,
United States,Afghanistan,081350,6/30/25,.1,45.404,
United States,Afghanistan,081350,7/9/25,.1,45.404,
United States,Afghanistan,081350,8/1/25,.15,45.404,
United States,Afghanistan,081350,8/7/25,.15,45.404,
United States,Afghanistan,081350,8/12/25,.15,45.404,
United States,Afghanistan,081350,8/27/25,.15,45.404,
United States,Afghanistan,081350,9/8/25,.15,45.404,
United States,Afghanistan,081350,11/10/25,.15,45.404,
United States,Afghanistan,081350,12/8/25,.15,45.404,
United States,Afghanistan,090210,2/4/25,0,4.941,
United States,Afghanistan,090210,3/4/25,0,4.941,
United States,Afghanistan,090210,3/7/25,0,4.941,
United States,Afghanistan,090210,4/5/25,.1,4.941,
United States,Afghanistan,090210,4/9/25,.1,4.941,
United States,Afghanistan,090210,4/10/25,.1,4.941,
United States,Afghanistan,090210,5/14/25,.1,4.941,
United States,Afghanistan,090210,6/30/25,.1,4.941,
United States,Afghanistan,090210,7/9/25,.1,4.941,
United States,Afghanistan,090210,8/1/25,.15,4.941,
United States,Afghanistan,090210,8/7/25,.15,4.941,
United States,Afghanistan,090210,8/12/25,.15,4.941,
United States,Afghanistan,090210,8/27/25,.15,4.941,
United States,Afghanistan,090210,9/8/25,.15,4.941,
United States,Afghanistan,090210,11/10/25,.15,4.941,
United States,Afghanistan,090210,12/8/25,.15,4.941,
United States,Afghanistan,090832,2/4/25,0,3.587,
United States,Afghanistan,090832,3/4/25,0,3.587,
United States,Afghanistan,090832,3/7/25,0,3.587,
United States,Afghanistan,090832,4/5/25,.1,3.587,
United States,Afghanistan,090832,4/9/25,.1,3.587,
United States,Afghanistan,090832,4/10/25,.1,3.587,
United States,Afghanistan,090832,5/14/25,.1,3.587,
United States,Afghanistan,090832,6/30/25,.1,3.587,
United States,Afghanistan,090832,7/9/25,.1,3.587,
United States,Afghanistan,090832,8/1/25,.15,3.587,
United States,Afghanistan,090832,8/7/25,.15,3.587,
United States,Afghanistan,090832,8/12/25,.15,3.587,
United States,Afghanistan,090832,8/27/25,.15,3.587,
United States,Afghanistan,090832,9/8/25,.15,3.587,
United States,Afghanistan,090832,11/10/25,.15,3.587,
United States,Afghanistan,090832,12/8/25,.15,3.587,
United States,Afghanistan,090921,2/4/25,0,5.227,
United States,Afghanistan,090921,3/4/25,0,5.227,
United States,Afghanistan,090921,3/7/25,0,5.227,
United States,Afghanistan,090921,4/5/25,.1,5.227,
United States,Afghanistan,090921,4/9/25,.1,5.227,
United States,Afghanistan,090921,4/10/25,.1,5.227,
United States,Afghanistan,090921,5/14/25,.1,5.227,
United States,Afghanistan,090921,6/30/25,.1,5.227,
United States,Afghanistan,090921,7/9/25,.1,5.227,
United States,Afghanistan,090921,8/1/25,.15,5.227,
United States,Afghanistan,090921,8/7/25,.15,5.227,
United States,Afghanistan,090921,8/12/25,.15,5.227,
United States,Afghanistan,090921,8/27/25,.15,5.227,
United States,Afghanistan,090921,9/8/25,.15,5.227,
United States,Afghanistan,090921,11/10/25,.15,5.227,
United States,Afghanistan,090921,12/8/25,.15,5.227,
United States,Afghanistan,090931,2/4/25,0,34.556,
United States,Afghanistan,090931,3/4/25,0,34.556,
United States,Afghanistan,090931,3/7/25,0,34.556,
United States,Afghanistan,090931,4/5/25,.1,34.556,
United States,Afghanistan,090931,4/9/25,.1,34.556,
United States,Afghanistan,090931,4/10/25,.1,34.556,
United States,Afghanistan,090931,5/14/25,.1,34.556,
United States,Afghanistan,090931,6/30/25,.1,34.556,
United States,Afghanistan,090931,7/9/25,.1,34.556,
United States,Afghanistan,090931,8/1/25,.15,34.556,
United States,Afghanistan,090931,8/7/25,.15,34.556,
United States,Afghanistan,090931,8/12/25,.15,34.556,
United States,Afghanistan,090931,8/27/25,.15,34.556,
United States,Afghanistan,090931,9/8/25,.15,34.556,
United States,Afghanistan,090931,11/10/25,.15,34.556,
United States,Afghanistan,090931,12/8/25,.15,34.556,
United States,Afghanistan,090961,2/4/25,0,3.283,
United States,Afghanistan,090961,3/4/25,0,3.283,
United States,Afghanistan,090961,3/7/25,0,3.283,
